BODEGA;NOMBRE TIENDA;FECHA RECEPCION;N DOC TPV;GUIA ENVIO CD;GUIA CIERRE TIENDA;BODEGA ORIGEN;FECHA GUIA ENVIO;CANT ENVIADA;CANT RECEP TPV;CANT RECEP TIENDA;FALTANTE CON GUIA;SOBRANTE CON GUIA;SOBRANTE SIN GUIA;DIFERENCIA NETA;ESTADO
BTIE053;TIENDA TBC OUTLET MAIPU PATIO;11-05-2026;794;;270004184;SIN GUIA SAP;;0;0;0;0;0;0;0;SIN GUIA SAP - VERIFICAR ORIGEN
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;11-05-2026;897;20044574;60003414;BBCE900;08-05-2026;12;12;12;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;11-05-2026;898;20044578;60003415;BBCE900;08-05-2026;15;15;15;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;11-05-2026;899;20044489;60003416;BBCE900;08-05-2026;2.200,00;2.034,00;2.034,00;166;0;0;166;REPORTAR - FALTANTE
BTRT005;TIENDA TBC MALL VIVO CENTRO;11-05-2026;104;20044541;70002150;BBCE900;08-05-2026;8;8;8;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;11-05-2026;105;20044553;70002151;BBCE900;08-05-2026;7;7;7;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;11-05-2026;106;20044554;;BBCE900;08-05-2026;12;0;0;12;0;0;12;REPORTAR - FALTANTE
BTRT005;TIENDA TBC MALL VIVO CENTRO;11-05-2026;107;20044526;70002152;BBCE900;08-05-2026;24;24;24;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;11-05-2026;108;20044509;70002153;BBCE900;08-05-2026;27;27;27;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;11-05-2026;1808;20044576;30002768;BBCE900;08-05-2026;16;16;16;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;11-05-2026;1809;20044596;30002767;BBCE900;08-05-2026;1.400,00;1.400,00;1.400,00;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;11-05-2026;1810;20044559;30002769;BBCE900;08-05-2026;32;32;32;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;11-05-2026;1811;20044577;30002770;BBCE900;08-05-2026;41;41;41;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;11-05-2026;1812;20044585;30002771;BBCE900;08-05-2026;11;11;11;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;11-05-2026;1813;20044586;30002772;BBCE900;08-05-2026;9;9;9;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;11-05-2026;1814;20044584;30002773;BBCE900;08-05-2026;13;13;13;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;11-05-2026;1815;20044549;30002774;BBCE900;08-05-2026;95;95;95;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;11-05-2026;1816;20044582;30002775;BBCE900;08-05-2026;41;41;41;0;0;0;0;OK
BTRT009;TIENDA TBC MALL PLAZA NORTE;11-05-2026;2474;20044597;150002740;BBCE900;08-05-2026;1.400,00;1.200,00;1.200,00;200;0;0;200;REPORTAR - FALTANTE
BTRT009;TIENDA TBC MALL PLAZA NORTE;11-05-2026;2475;20044418;150002741;BBCE900;07-05-2026;38;38;38;0;0;0;0;OK
BTRT009;TIENDA TBC MALL PLAZA NORTE;11-05-2026;2476;20044397;150002742;BBCE900;07-05-2026;40;40;40;0;0;0;0;OK
BTRT009;TIENDA TBC MALL PLAZA NORTE;11-05-2026;2477;20044390;;BBCE900;07-05-2026;76;75;0;1;0;0;1;REPORTAR - FALTANTE
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3756;20044567;230004165;BBCE900;08-05-2026;5;5;5;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3757;20044473;230004166;BBCE900;07-05-2026;32;32;32;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3758;20044477;230004167;BBCE900;07-05-2026;26;26;26;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3759;20044478;230004168;BBCE900;07-05-2026;6;6;6;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3760;20044468;230004169;BBCE900;07-05-2026;58;58;58;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3761;20044482;230004170;BBCE900;07-05-2026;69;69;69;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3762;20044476;230004171;BBCE900;07-05-2026;31;31;31;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3763;20044481;230004172;BBCE900;07-05-2026;45;45;45;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3764;20044474;230004173;BBCE900;07-05-2026;16;16;16;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3765;20044471;230004174;BBCE900;07-05-2026;39;39;39;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3766;20044469;230004175;BBCE900;07-05-2026;13;13;13;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3767;20044475;230004176;BBCE900;07-05-2026;49;49;49;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3768;20044479;230004177;BBCE900;07-05-2026;49;49;49;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3769;20044484;230004178;BBCE900;07-05-2026;43;43;43;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3770;20044550;230004179;BBCE900;08-05-2026;67;67;67;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3771;20044483;230004180;BBCE900;07-05-2026;44;44;44;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3772;20044486;230004181;BBCE900;07-05-2026;105;105;105;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;11-05-2026;3773;20044470;230004182;BBCE900;07-05-2026;42;42;42;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1775;20044563;250004000;BBCE900;08-05-2026;7;7;7;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1776;20044389;250004001;BBCE900;07-05-2026;58;58;58;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1777;20044558;250004002;BBCE900;08-05-2026;36;36;36;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1778;20044354;250004003;BBCE900;06-05-2026;39;39;39;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1779;20044297;250004004;BBCE900;06-05-2026;56;55;55;1;0;0;1;REPORTAR - FALTANTE
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1781;20044292;250004005;BBCE900;06-05-2026;20;20;20;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1782;20044301;250004006;BBCE900;06-05-2026;44;44;44;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1783;20044298;250004007;BBCE900;06-05-2026;37;37;37;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1784;20044391;250004008;BBCE900;07-05-2026;95;95;95;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1785;20044581;250004009;BBCE900;08-05-2026;18;18;18;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1786;20044552;250004010;BBCE900;08-05-2026;10;10;10;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1787;20044410;250004011;BBCE900;07-05-2026;42;42;42;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1788;20044264;250004012;BBCE900;06-05-2026;46;46;46;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1789;20044412;250004013;BBCE900;07-05-2026;24;24;24;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1790;20044413;250004014;BBCE900;07-05-2026;21;21;21;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1791;20044505;250004015;BBCE900;08-05-2026;30;30;30;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1792;20044595;250004016;BBCE900;08-05-2026;40;40;40;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1793;20044579;250004017;BBCE900;08-05-2026;55;55;55;0;0;0;0;OK
BTRT041;TIENDA TBC VIÑA ESPACIO URBANO;11-05-2026;1794;20044315;;BBCE900;06-05-2026;48;48;0;0;0;0;0;OK
BTRT045;TIENDA TBC PATIO OUTLET TEMUCO;11-05-2026;1924;20044353;270004176;BBCE900;06-05-2026;27;27;27;0;0;0;0;OK
BTRT045;TIENDA TBC PATIO OUTLET TEMUCO;11-05-2026;1925;20044419;270004179;BBCE900;07-05-2026;36;36;36;0;0;0;0;OK
BTRT045;TIENDA TBC PATIO OUTLET TEMUCO;11-05-2026;1926;20044408;270004180;BBCE900;07-05-2026;53;53;53;0;0;0;0;OK
BTRT045;TIENDA TBC PATIO OUTLET TEMUCO;11-05-2026;1927;20044357;270004182;BBCE900;06-05-2026;96;96;96;0;0;0;0;OK
BTRT045;TIENDA TBC PATIO OUTLET TEMUCO;11-05-2026;1928;20044180;270004183;BBCE900;05-05-2026;1;1;1;0;0;0;0;OK
BTRT045;TIENDA TBC PATIO OUTLET TEMUCO;11-05-2026;1929;20044383;270004185;BBCE900;07-05-2026;34;34;34;0;0;0;0;OK
BTRT045;TIENDA TBC PATIO OUTLET TEMUCO;11-05-2026;1930;20044444;270004186;BBCE900;07-05-2026;15;15;15;0;0;0;0;OK
BTRT045;TIENDA TBC PATIO OUTLET TEMUCO;11-05-2026;1931;20044355;270004188;BBCE900;06-05-2026;26;26;26;0;0;0;0;OK
BTRT045;TIENDA TBC PATIO OUTLET TEMUCO;11-05-2026;1932;20044358;270004189;BBCE900;06-05-2026;39;39;39;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;11-05-2026;110;20044534;270004181;BBCE900;08-05-2026;32;32;32;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;11-05-2026;791;20044561;270004175;BBCE900;08-05-2026;4;4;4;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;11-05-2026;792;20044551;270004177;BBCE900;08-05-2026;6;6;6;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;11-05-2026;793;20044507;270004178;BBCE900;08-05-2026;17;17;17;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;11-05-2026;794;20044564;270004184;BBCE900;08-05-2026;31;31;31;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;11-05-2026;795;20044555;270004187;BBCE900;08-05-2026;17;17;17;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;11-05-2026;796;20044537;270004190;BBCE900;08-05-2026;52;52;52;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;11-05-2026;797;20044539;270004191;BBCE900;08-05-2026;18;18;18;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;11-05-2026;798;20044544;270004192;BBCE900;08-05-2026;12;12;12;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;11-05-2026;799;20044518;270004193;BBCE900;08-05-2026;15;15;15;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;11-05-2026;800;20044587;270004194;BBCE900;08-05-2026;21;21;21;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;11-05-2026;801;20044504;270004195;BBCE900;08-05-2026;26;26;26;0;0;0;0;OK
